11	Buenos Aires	The place is a pleasant city to visit throughout the year. The temperature is pleasantly cold throughout the year so warm clothes are suggested. 	A camera is a real asset to have in Buenos Aires  because of its photogenic places. Identification proofs may be asked for by the local police so its always better to have one handy.	The public transport in Buenos Aires is excellent, although crowded during rush hours. The metro (underground railway) here is called the 'Subte' and reaches most tourist attractions. The bus network is quite good and the service provided is very comfortable and luxurious. One can book the bus tickets online from http://www.buenosairesbus.com/en. 	The buses are the quickest and the easiest mode of transport from the airport to the city center. Commutator trains and subte trains are optional modes of transport.	The Gaucho delicacies in the Gaucho festival are well known throughout the world. Meat and Pizza are other dishes loved here. The milk sweets and 'Alfazor' are loved in Buenos Aires. The links for the famous restaurants can be found at -http://www.buenosaires.com/	The Cementerio de la Recoleta, The Palermo Viejo district and San Telmo are must visit places. One can get subte almost to all these places except The Palermo Viejo district which is accessible only through buses.	Mate and the Gaucho items are very famous. The Alfajores can be bought everywhere. It is recommended one buys tango shoes. The local markets are open till 8pm and and closed on Sundays . The bigger markets are open everday.	Spanish is the local language but it has its own sense in this city because of the Italian traders. English is spoken very little and mainly at the tourist places. 	General Emergencies Line - Toll free call 911.	A trip to Buenos Aires is not complete without some sort of experience of the Tango, the national dance of Argentina. Gaucho party, sky diving, polo golf and helicopter rides are other tourist attractions.	Money can be exchanged at Banco de la Nación Argentina at the airport and at any of the cambios (changes) along Florida or Lavalle, but, if you have the time, shop around for the best rate at the zone known as 'La city'. This zone is the banking district of Buenos Aires, and numerous exchange places are located right near one another.
12	Le Habana	Best time to visit Havana is between December to June when the city is calm and silent and best for fishing, diving and sailing. Swimming costumes, shorts and t-shirts are the clothes to pack.	Fishing equipment ,sun glasses, hat, especially for the summer months.	The Taxis are the most convenient way to travel. Its illegal for tourists to hire non- government taxis. Bus is another convenient medium of transport available.	Jose Marti International Airport is situated in the center of the city. Taxis and buses are available to visit all places from the airport.	Bocadito and cajita are the local delicacies. Mojito and other cocktails and mocktails are also famous. The government restaurants are also good. Some restaurants like Hanoi give good food at mid range. the links for hotels and restaurants can be found below. http://www.scenichavana.com/visit_dining.php	Must visit- Museum of the Revolution and the Capitol Building, Partagas cigar factory, Havana Club Rum Factory. They can be reached via buses. The Partagas cigar factory does not allow photography.	Mango juice and  Apple juice are really good. One can buy them at the grocery store at las americas mall or at 'el encanto' a store in varadero. Handmade sandals and purses are available at the flea market. The pottery there is really pretty.	Spanish and english are the main language spoken in Havana .Some phrases- Hello - Hola, Goodbye - Adiós, Yes - Si, No - No, Excuse me - Perdon, Sorry - Discúlpame, Do you speak English? - Habla inglés?	The emergency number is 116. The information number is 113.	Latin American New Cinema Festival, Tropicana Show, Take a tour in an old car,visit the eastern beaches; these are the things one must not miss in Havana.Fishing and water adventures are must do in Havana.	Exchanging US dollars in a CADECA (Casa de cambio) will incur a 10% penality. Sterling, Euros and Canadian dollars can easily be exchanged at Cadecas and do not incur the same fee.
13	Athens	The best time to visit Greece is spring (especially during Greek Easter)- June, July, late August and September. It is recommended to pack for cool and warm weather both as Greek weather is unpredictable.	Sun tan lotion, map of the city, timetable of the city transport, a pair of comfortable shoes and sunglasses is what we recommend to carry along.	The metro is the best way of transport within the city. The trams , Suburban trains and buses are also convenient options.	Buses, trams and taxis are all available to take you to the city centre from the airport.	"Grilled meat, sandwich, cheese pie, spinach pie,  pasta, different salads, burgers are the local food delicacies. Frappie is the greek staple drink.Goody's is the Greek equivalent of McDonald's. Filippou gives you the most authenticated food in Athens. To Kioupi on Platía Kolonakíou, is a basement taverna which has been around forever, serving authentic, inexpensive traditional Greek fare. You can get the details of the restarants in athens on link below-http://www.greece-athens.com/restaurants"	"The Acropolis is a Unesco World Heritage Site.  List and tours of all places in Athens-http://greece-athens.com/links.php"	Antiques, museum reproductions, embroideries and other folk art goods, and Greek food and drink products are the main shopping attractions. Plaka is lined with souvenir shops. Kolonaki is the upscale, hip, and artistic shopping area. The Mall at the Metro Station 'Neratziotissa' (Line 1) is the biggest shopping mall in Athens .	"Greek is the local language spoken in Athens. some phrases:You’re welcome / please - Parakalo, sorry-Signomi ,Yes- Ne, no- Ohi"	Medical Emergency  Tel: 112 ,Fire Service  Tel: 199, Ambulance service  Tel: 166 ,Police  Tel: 100 ,SOS Doctors  Tel: 10 16,Tourist Police Tel: 171 	Attending an event at the Athens and Epidaurus Festival is recommended.Every Sat/Sun one can join a free bike tour of the old area of Athens.If the weather is good head to the beaches to the south of Athens. Try to get a drink at Café Del Oriente - considered amongst the best bars in the world -Mojito being the popular cocktail.	The best exchange rate will be found at the ATMs in Greece with your debit card. Greek banks don't charge a fee, so you will only get charged what your bank will charge. 
14	Sydney	Sydney is comfortable for travellers to visit any time of year. But December to February is the best time to enjoy Sydney's beachside outdoor lifestyle. The temperature is between 14-34 degrees and hence cotton, causal clothes are preferred.	Carry a hat,sun screen as it can get hot some times in the summer. Carry a driving license as international license is accepted in Sydney.	Public transport is the easiest way to get around Sydney. A free shuttle bus operates in the city centre (Route 555) while Sydney buses will take you to all the major tourist attractions around the city. Buying a 'multi-modal' ticket is recommended as it reduces  cost and also can be used for different public transport. For more info: http://www.sydney.com/destinations/sydney/transport?result_39849_result_page=2#top-of-list	"Sydney Airport is 9 km from the city centre. 1) Suburban trains operated by CityRail depart frequently from Domestic and International rail stations. A single ticket to the city is $15.40. Local buses: The bus costs $12.30. If used with a multi ticket The bus costs $3.30 and the train $3.40. Shuttle Bus and taxis are also available."	Local Delicacy : Damper,Lamingtons ,  The Boathouse at Palm Beach and Billy Kwong's in Surry Hills are good eating places. A food festival happens almost every weekend in some suburb in Sydney where local delicacies are served. Tip is not expected in a Sydney restaurant.	 The Sydney Opera House is simply one of the most famous structures ever built. It is in the city centre. The Sydney Harbour Bridge can be reached through the ferries.'Walking tour of Sydney': It is a walking tour of the major landmarks in the sydney covered in one day. 	Opera House Market: Australian made products including art and craft works, jewellery, paintings, fragrances, clothing and souvenirs. Presently closed for renovations but normal timings are 11 to 6.  It is in the city centre and you can go there walking.	English is the commonly used language and you can find good representation of Asians in the city.	The emergency number is 000, with the ambulance service, fire department and police being available through this number. 	Opera Australia perform at the Opera House in the City Centre. Scenic Flights Adventures and Flight Training (contact@redbaron.com.au for flight training) Surfing is another activity to be enjoyed. One can even catch a cricket match if one is lucky.	Good places to change currency: Flight Centre Travel Money, George St, Wynyard (Sydney)
15	Cairo	The best time to visit Cairo is during the winter from November to March.Women and men should wear modest clothing to suit the culture. The winter temperature ranges 10-25 degrees. Pack for a warm climate. 	Carrying toilet paper is recommended as the ones available are generally of low quality. One should carry mosquito coils/ repellents, camera and some OTC medicines.	The metro stops running at midnight and starts up again around 6AM. Also it covers all the major tourist destinations. They costs one pound one trip. Solid-White taxis have AC, a meter and are less expensive as compared to other taxis.Bright Yellow Taxis are booked by reservations. Contact no within Cairo is 0104343438 - 19155. Avoid bus travel.	The airport offers “Exclusive Services” that picks you up at the gate, does all immigration procedures for you and picks up your luggage while you wait in a comfortable arrival lounge for US$50 and take you to the hotel or the city centre. You can take a taxi or the metro(10 minutes walk from the city centre) to reach to the city centre.	Local Delicay: Kebob, Falafel,Ful medames. Khan el-Khalili is a popular tourist area with a lot of restaurants. One should also expeirence  Mediterranean food in the city. 	Giza Pyramids: Metro Line 2 now runs from Cairo into Giza, although it doesn't go all the way to the Pyramids. One should get off at Giza station . The pyramids are 8 km, 15-20 min trip due southwest on the long Al-Haram avenue that the train crosses over just before stopping at the station.One  can take a bus after that for the pyramids.By Bus: From central Cairo, the optimum way to get to the Giza Pyramids using public mass transit options is by bus routes 355 or 357 - a large white, air-conditioned coach with CTA (Cairo Transport Authority) on the side.	The Khan el-Khalili area offers various coffeehouses, restaurants and street food vendors. The cozy coffeeshops are quite traditional, serving Arabic coffee and shisha.This is a great place to buy local perfumes and rustic glassware.	Arabic is the prominant local language but due to residents from all over the world, languages like hindi and english can also be heard.	Important phone numbers: Police  122, Ambulance, 123,  Fire, 180	Sufi Dancing - The Al Tanura Troupe offers free performances every Saturday,Monday and Wednesday night at 8:30PM at the Al-Ghouri Mausoleum Egyptian Centre for Culture & Art. IT uis a good way to experience the culture.	Money can be exchanged at the airport. It is best to do this before going through the customs. Beware of coutnerfeits while exchagning money in the city at much better rates.
16	Amsterdam	Tourists visit the city throughout the year. But the autumm is the best time to visit. Woolen clothes especially scarfs are suggested in these days.	A smart phone with internet facility, rain gears, city map,  gps and a camera is always handy.	Amsterdam boasts an impressive public transport network including metros, buses, trams, ferries and trains .Amsterdam City Card gives you unlimited use of the GVB public tranport system for 24, 48 or 72 hours. Details at: http://www.iamsterdam.com/en-GB/experience/plan-your-trip. Cycling is also popular here.	Buses are available from airport and train station to the main city center. 	Hollandse Nieuwe, Fries Suikerbrood, Olie Bollen are the best and well known local delicacies .Moeders, Haesje Claes and Loetje serve the best classical cuisines.http://www.iamsterdam.com/en-GB/experience/what-to-do/eating-and-drinking/top-10-dutch-restaurants	From The Bicycle flat , a famous parking space  near  the railway staion, one can head south towards the Dam Square, flanked by the Royal Palace and the Nieuwe Kerk (New Church) to the west and the National Monument to the east.The famous museum of Mdame Tussauds, Amsterdam Dungeon,Science Centre NEMO, Museum on Marijuana and many many more museums are other places to visit.	"The Nine Streets (De Negen Straatjes) is home for the historic market since the 17th century. One can get the best antiques at Spiegelkwartier. There are many local shops near Dam Square where one can pick up lots of cheap local and imported things. Absynthe is also a popular purchase here."	Dutch is the local language spoken here but almost everbody in these country speaks English.	Emergency phone numbers: Police and Fire: 112. Police lost property at Stephensonstraat: 020/559 3005	Several companies offer private tours by car, van, or mini bus for groups of up to 8 people. Bike tours are also available at a more affordable price, and offer a more authentic Dutch experience.One can cruise the canals on their own with a canal bike (pedal boat) or rented boat. Watching a movie is recomended at one of the over 55 cinemas.	Exchange point in Amsterdam, Exchange Corporation,Damrak 12 , 1012 LG AMSTERDAM ,Telefoon +3120-6248120.Where: when one  comes out of Central Station, he should walk straight to Damrak.
17	Dubai	Owing to the intense heat during the summer months, the best time to visit Dubai is in winter, between November to April.It is advisableto bring light cotton clothing with a jacket for the winter evenings and the mountain or desert regions.	Packing a good sunscreen lotion, sunglasses, a hat and a water bottle is recommended.  Direct sun and heat should be avoided. One should take a siesta like the locals to avoid heat stroke and drink lots of water to ward off dehydration.	Dubai is more dependent on car for the transport. Taxis, buses and the metro system are used by the tourist. There is a  card system which helps you to travel around the city in public transport. The cards available are red, silver, gold, blue.You can get more details here:http://www.godubai.com/dubaimetro/dubaimetrotickets.html	From airport, one  can take a bus or taxi or  hire a private car. Metros also offer connectivity.	Shawarma and falafel available on the streets is the most famous delicacy. Evergreen Pure Vegetarian ,Ravi Restaurant, Karachi Darbar, Jabal Al Noor all offer good Afghani/ Pakistani food. Many American and south Indian joints are also available.	Must see-  archaeological sites at Al Ghusais, Al Sufooh and Jumeirah where one will find artefacts from the seventh to fifteenth centuries. A walk by the creek or a drive on the marina is also enjoyable.	Called the 'shopping capital of the Middle East', Dubai draws tourists simply by its irresistible shopping opportunities. Numerous shopping malls and souks, duty and tax free merchandise for every conceivable need and a month long Dubai Shopping Festival (DSF) every year lures shopaholics from all over the globe. 	Arabic is the prominant local language. But due to residents all over the globe languages like Urdu, Hindi and English can be heard.	Emergency phone numbers: Police: 999 Ambulance: 998 Fire: 997 	"Water sports such as snorkelling, power boating and water skiing, ice skating at the Galleria shopping complex, playing golf on a grass golf course, watching camel racing in Bur Dubai in winter and spring, hugely popular desert safaris and dune bashing are some of the activites available in Dubai. Tour of the Burj Khalifa- the tallest commercial building and Burj Al Arab-one of the most exquisite hotels is also highly recommended. http://www.journeymart.com/de/uae/dubai/activities/default.aspx "	There is a currency exchange office(very expensive) right next to Duty Free and just before baggage claim. After that using  the ATM machine is recommended. Currency exchange places can be found al over Dubai. Most of the Gold Souks will also offer extremely attractive rates on your foreign exchange.
18	Barcelona	Late spring and early summer tend to boast some of Barcelona’s finest weather, with mild to warm temperatures and frequently sunny skies. Loose cotton clothes and beach wear is recommended. 	#NAME?	Metro system and busses are almost always on time and also the modern trams cover the city diagonally. Carrying the Barcelona Card is recommended for convenient use of public transportation.	The airport is located 12km south west of Barcelona and takes between 15 to 30 minutes to the city center. There is also a bus every 12/13 minutes from the airport to Placa Cataluna, right in the centre of Barcelona. 	"Traditional Catalan cuisine is typically meditterranian with a lot of fresh vegetables, wheat products and pork. Petit Comitè is a very famous restaurant, although a little pricey. Address : Passatge de la Concepció, 13 Opening hours : Open daily 1pm-1am. Metro/Bus : Diagonal [L1, L3]"	Sagrada Familia,L'Aquarioum de Barcelona, Spanish Village, Barcelona FC museum are some of the interesting places you can visit.	Street stores in Las Ramblas, the Ribera, Plaça de Catalunya, Passeig de Gràcia, Diagonal and local shops in Graciá worth visiting fpr the shopoholics.	Catalan - the official language in Barcelona. It's a seperate language (Spain has 4 languages in all)good morning: bon dia , good afternoon:'bona tarda, good night: boa nit.	Important phone numbers: Medical emergencies:  061 ,General emergencies: 112	La Caseta del Migdia- a restaurant which is not very known, and  Mirador del Migdia, which ahs the best view of Barcelona are two places one must visit.	Best way to change currency is by taking money out at an ATM where one  gets the 'official' exchange rate.
19	San Fransisco	April and October have the clearest skies and moderate temperatures. Light clothes during the day and a jacket handy during the evenings will suffice most of the year.	San Francisco can be very cold and foggy, and fog often makes way to light rain, so rain jackets are a must 9 months out of the year.	SF has an extensive bus, streetcar, cable car, and subway network to get you to your destination.A Muni Passport will save you money if you intend to use the public network extensively. $14,$21,$27 for 1,3 & 7 days. More info at: http://www.sfmta.com/cms/mfares/passports.htm	BART (Bay Area Rapid Transit) runs to San Francisco Airport, Mission Dolores and the Mission District. IT is a convenient way to reach the city center.	Must try eat outs include Mission Chinese, Mission Pie, Pizzaiolo. For a  bigger list visit: http://sf.eater.com/archives/2010/01/07/eater_38.php	The Golden Gate Bridge,Lincoln Boulevard, near Doyle Drive and Fort Point are good places to visit on your stay.	Westfield  San Francisco Centre, Union Square, The shops at Tranforan, Stonestown Galleria are the popular shopping destinations in the city. Visit http://www.bigmallrat.com/shopping-malls/san-francisco.html for more. 	English!!	Call 911 in case of any emergencies.	Air,helicopter, cruises, sailing and balloon tours are all available in SF. Do take time out for one if it fits your budget.	Money exchange counters are spread over the city.
20	Singapore	"Any time’s a good time to go to Singapore. November to January is slightly more pleasant given the slight dip in Mercury. Light cotton clothes all round the year. There are cultural events and festivals all year round"	Remember to carry water (for fear of dehydration) and rain proof gear in the winter months. Comfortable walking shoes as taxis are expensive and the civic laws(litering, etc) are extremely strict in Singapore so be on your best behaviour.	Extensive bus service is clean, efficient and regular, reaching every corner of the island.Train operator SMRT (www.smrtbuses.com.sg) runs three free shuttle buses (11am to 10pm Saturday and Sunday, every 8 minutes) on three routes. Taxis are also available but very expensive.	You could go to the Metro taxi hub where you could pay S$ 7.50 and join other passenger in the taxi to reach Changi Airport.	"Zhou Kitchen is excellent for Chinese food. Located at 368 Alexandra Road Queenstown, Singapore. Singapore also has a lot of Indian dining places at Little India."	Jurong Bird Park,Take the MRT to Boon Lay Station and transfer to SBS number 194 or 251 at the Boon Lay Bus. The Singapore Zoo and the Night Safari are also nice.  You can take your family and spend an entire day at the Sentosa Island which is a huge amusement park.	Little India ,Little India MRT Station (NE7/DT12 . Mustafa Centre, which spans two complexes in the middle of Little India, is open round the clock and is known to carry everything from ethnic jewelry to the latest electronics-  a boon for the shoppers. Orchard Road houses the popular internation brands for the more affluent. 	"English, Malay, Mandarin and Tamil are the four languages widely spoken in Singapore."	"Emergency telephone numbers: POLICE: 999 ,Fire Engines & Emergency Amblance: 995"	 	Many money cahnge counters are available across the city. Little India money changers might offer a better deal to the tourists and rates are subject to bargaining.
21	Zurich	Summer is the best time to visit Zurich. April to September is pleasantly warm and very green. Carry light cotton clothes and a jacket for the evenings. The winter months are very cold and gloomy. Carry warm woolens and snow gear.	"S-bahn suburban trains and, most importantly, trams are a good way to travel. Services run from 5.30am to midnight. You may purchase a Zurich Card, which offers free use of public transport for 24 hours and will come in handy if you plan on exploring the city extensively."	Zürich Flughafen Airport has its own train station located underneath Terminal B with direct connections every hour or half an hour to most major cities and tourist destinations across Switzerland.	"Zeughauskeller is a very popular restaurant in Zurich, opened in 1497! It offers great beer and traditional Swiss food  among other things. Located near the Central Train station at Bahnhofstrasse 28a. For more info visit:  http://www.zeughauskeller.ch/•Transport 2, 7, 8, 11, 13, 14"	Fraumünster Cathedral, located on the Münsterplatz, is a simple yet imposing structure. It is one of Zurich's most famous landmarks and definitely worth a visit.	"Coop Supermarket at Bahnhofbrücke 1 City Centre is a nice place to shop a little."	German, while the main language is Zurich German (Züritüütsch), English is also widely understood.	Emergency phone numbers: Police: 117, Fire: 118, Ambulance: 144. 	"One ticket gets you into most of Zurich's museums for one evening - the Long Night of the Museums. Many of the venues stay open until 2am. Bars and lounges keep you lubricated and receptive to all kinds of art. September 1st, from 7pm to 2am. www.langenacht.ch"	ME Money Exchange GmbH at Langstrasse 239 8005 Zürich Switzerland offers good exchange rates. Cards work at most of the places in Zurich. 
22	Maui	Anytime of year is a good time to visit Maui. The average temperature here is between 75˚-85˚ F. Summers between April and November is warmer and drier. Light cotton clothes through out the year will suffice.	Pack your summer attire.  Bringing  a jacket or sweater for the evenings is recommended	"You can get around Maui by shuttle, tour bus, taxi, or public transportation. But to really experience all that Maui offers you should consider reserving a rental car in advance from the Kahului or Kapalua Airport."	Kahului Airport (OGG) is the Maui’s main airport. Buses and taxis are available from the airport to take you to the city.	Iao Needle at Iao Valley State Park, Wailuku (Tel: +1 808 984 8109) is a 2,250-foot / 685-meter high rock pinnacle that towers over the Iao Stream and volcano crater and definitely worth a visit.	MauiGrown Coffee Company Store at 277 Lahainaluna Rd., Lahaina, Maui is a nice place to pick some stuff up. 	"Hawaiian , phrases  :Aloha: The most common expression in the islands means hello, welcome and goodbye.K'Den is OK then or agreed."	Emergency number -911	"Most of the good hotels have good beach entertainment options. Try and spend at least one evening in your hotel and experience the local culture."	You can exchange currency at Kahului Airport (OGG), at the other major neighbor island airports, and at resort destinations. Be prepared to get lousy rates.
23	Crete	"Average summer temperatures for the island as a whole are about 25ºC making it the best time to visit; wintertemperatures hover around 8 to 10ºC so be prepared for some chills and carry a warm jacket."	""	It is advisable to prebook your airport transfer to your hotel rather than try to arrange something after landing. Ask your hotel for suggestions on the cheapest and easiest transfers available.	Crete has an excellent public transport network of buses with the main bus stop, at Iraklion, very conveniently located close to the city center. The bus routes cover all the major resorts. 	"Must try Deep-fried vegetables 'tiganita', Kroketes: croquettes, Marides tiganites deep-fried whitebait, usually served with lemon wedges. Melitzanes, Taramosalata (from Turkish tarama, roe), fish roe mixed with boiled potatoes or moistened breadcrumbs, olive oil and lemon juice."	Take a tour of the Palace of Knossos, the island of Santorini or the Samarian Gorge, the longest gorge in Europe.	Local markets are located near the Minoan sites and prices are subject to bargaining.	Greek is the official language. Witnessing so much tourism, people have a working efficiency in English.	Important telephone numbers: Police: 100;  Medical:166	Money Exchange Counters are spread over the City. One can get good rates anywhere.
24	Bangkok	Bangkok is hot through out the year. Loose cotton clothing is recommended irrespective of the season of visit. October to January is moderately cooler in the evenings.	Sunglasses and hat to beat the heat. Sandals for temple visits, although you have to remove them before entering. Insect repellant and sunscreen is a must. Sanitary wipes can be handy while travelling in hot weather	Taxis are cheap and easily available. Skytrain (BTS) and underground (MRT) rail system which connects the main shopping, entertainment and business areas of the city are also good options. River taxis and express boats can be used to explore many  attractions at the riverside. http://www.bts.co.th/customer/en/ for your BTS queries.	You can use the airport bus/taxis. The City Line connects downtown (Phayathai Station) and the airport, completing each run in 30 minutes. The Airport Rail Link connects you to the MRT underground at Makkasan City Interchange Station (MRT Petchaburi Station) and the BTS Skytrain at Phayathai Station.	Different curry preperations - Red, Yellow, etc, with steamed rice is a global favourite. Flat noodles and cashew and coconut based curries are also very popular and a Bangkok speciality. Thanon Yaowarat and Thanon Charoen Krung are the main arteries of Chinatown, offering the biggest variety of eateries in town.	Bangkok has a number of large shopping mall in and around Sukumwit area to cater to different budgets. The Floating market of Bangkok is world famous and definitely worth a visit. Chatuchak at Chatuchak station(Saturdays and Sundays, 09:00 - 18:00, and Fridays 18:00 - 24:00) , amongst the largest open air markets in Asia with over 8000 stalls, is also a sight to behold. Examine your goods at Chatuchak before purchaing them as many sell factry rejects.	"Damnoen Saduak Floating Market: Opening Hours: 07:00 - 11:00 (every day) How to get there: Take a bus from the Southern Bus Terminal (+66 (0)2 434 5557-8) to Samut Sangkhram Ratchaburi province, 80 km southwest of Bangkok. You can then walk along the passageway to the market, or take a boat to the market pier. "	English is predominantly spoken, in the tourist locales. Most signs, including traffic ones, are written in both Thai and English.	General emergency number: 191 and Police tourist number: 1155	#NAME?	BANGKOK NIGHTLIFE: Bangkok's nightlife has a reputation for being wild and rowdy with area as famous as Patpong, Nana or Soi Cowboy. Remember to leave your valuables at your hotel and try not to get into trouble.	Any large bank: Bangkok Bank, Siam Commercial Bank, Kasikorn Bank. It's best to go to a shopping mall like Siam Paragon in Bangkok, where there are five or six large bank branches. One of the best exchange rates available in Bangkok is given by a shop called Vasu near Sukumwit Soi 8- its worth the travel if you are interested in exchanging large sums of currency.
25	Las Vegas	United States of America	Las Vegas is on the desert and it can get very hot and also very cold. Often it is hot during the day and cool, or down-right cold at night. Wear shorts or lightweight dresses during the day. Carry sweatshirts  or Jackets for the nights. Can use the following link for different dress codes for different places: http://www.lasvegasdirect.com/las-vegas-dress-code.html	Must bring an electrical adapter for any electronics or appliances.The United States uses 110 to 120 volts AC (60 cycles).  Las Vegas electrical outlets accept the standard North American plug with two flat parallel pins.	Use Cabs, double-decked buses, motor scooters, rental cars and the Las Vegas monorail to travel around. Buy monorail tickets at http://www.lvmonorail.com/	There are several transportation options from McCarran International Airport in Las Vegas: rental cars, taxicabs, limos, buses, the monorail. Use the following link for fares: http://govegas.about.com/lw/Travel/North-America-and-Caribbean/Transportation-to-and-From-McCarran-International-Airport.htm	Las Vegas is famously known for its exquisite dining experience provided by some of its restaurants. Cuisines from all over the world suiting all budgets is available in Las Vegas. Select one according to your wish.	"Madame Tussauds Interactive Wax Attraction, Adventuredome Theme Park, Circus, Hotel, Casino and Theme Park and The Auto Collections, world's largest classic car collection,  are good places to visit. "	English and Spanish	call 911	"Crystals at CityCenter, walking distance from Aria is a good place to shop.http://www.vegas.com/shopping/crystals.html"	The Las Vegas nightlife truly is unrivaled. From the clubs to the casinos, they are all here. Info on casinos is available at : http://www.visitlasvegas.com/activities/casinos/ Las Vegas tours are one of the best ways to see attractions off the beaten path. Cotnact your hotel to organise a tour of Las Vegas for you.	People claim that all the Casinos offer excellent exchange rates without charging any surcharges. Please confirm the exchange rate at your hotel and at any place nearby and excahnge at the more convenient locations. Rates do not vary much between casinos and is not wrth the trouble of scouting for best rates. Caesars is said to offer exccellent rates.
26	Siem Reap	Can be visited throughout the year- One should carry regular, comfortable, summer clothes	Beware of Mugsters, carry less cash. Carying Pepper Spray  is recommended for women	One can get around on foot and bicycles or tuk-tuks. For more info- http://siemreaptransportservice.com/	The airport is around 7 km from the town centre. Three ways to reach the city center from the airport: Prepaid taxis for US$7, prepaid tuktuk rides for $5-6 or travellers sans luggage can opt for back of a motodop for US$2. The best option is to book for a free pickup from the hotel in advance.	 Asian staples and pizza to  Khmer and sophisticated fine-dining options are all available.  The Old Market area and the Wat Bo Road and its surrounding neighbourhood have the best options available.	Must see- Angkor National Museum, 968 Charles de Gaulle Blvd, ☎ +855 63 966 601 (info@the-anm.com). Daily 8:30AM-6PM. 	Angkor Trade Centre, Cnr Street 9, Pokambor Avenue, Central Market, cnr Sivutha Blvd and Achamean St offer a wide variety of shopping options.	Language- English	The Emergency Numbers of Siem Reap, Cambodia are available at the Siem Reap Tourist Information Centers.Visitors can call these numbers for help: 012-402424, 012-969991, 012-838768.	The Linga Bar, Sports bar, Pub Street are popular hang out places for party goers.
27	Macau	The best time to visit Macau is October through December when the temperature and humidity are bearable. Cotton or light clothing is recommended. Warmer woolen clothing and an overcoat may be required for the winter. Sweaters and jackets are sometimes necessary for the cooler evenings from March to May and September to November. Macau is liberal in its outlook and revealing clothes are not frowned upon (topless sunbathing for women is still a no-no).	Umbrella and a good bag to carry money out of the casinos!	City is best explored on foot (except Cotai Area). It is often difficult to gauge which direction the bus is heading and the routes through the city center are very curvy, making a long ride out of a short distance. Bus drivers usually only speak Cantonese, very little English or Mandarin and names of bus stops are in Chinese. Scooters are an economical way to explore the city.	Bus AP1 for around $4.2 + $3 per bag(limited provisioning) will take you to the Barrier Gate. Change at the ferry terminal for other destinations,One can take a metered taxi straight to the destination( additional $5 airport surcharge + $2 for the bridge and $3 per bag). Fares to the city center are around $40-50 for the 15-20 minute long trip. 	Portuguese and Macanese( Fernando's on Coloane's Hac Sa Beach) cuisines are good here. Central Macau has a lot of restaurants which offer different varieties of rice and noodle preparations. One should try  the Macanese egg tart at Lord Stow's Bakery in Coloane.	A trip to the St Paul's ruins,the adjoining Monte Fort and the nearby Macau Museum should definitely be on the list. They are easily accesible through buses 8A, 17, 18, 19 and 26. One can also plan a trip to the Macau Tower for some adventure activities.	The streets between Largo do Senado and the ruins of St. Paul's  have some antique shops. Macau Tower also offers many options for shopping.	Cantonese is the major language spoken in Macau. Most the of the bus drivers and the restaurants menus will only use cantonese.	The telephone number for emergency services – Police, Fire Service and Ambulance – is 999.	Other than adventure sports like Bungee Jumpling, etc at Macau Towers, Macau also has a very vibrant night life.	Currency Exchange can be done in all Casinos.
28	Sri Nagar	The best time to visit this mountain city is between May and September. The landscape is enchanting and the weather pleasant. Warm clothes with the option to layer the clothing is recommended.	Pease carry carves, woolen socks and gloves along with other necessary items as it is pretty cold.	"Auto-rickshaws can be found everywhere. Taxis and buses are also available. Motorcycles can also be rented for enthusiasts. "	An auto may be hired from the airport to come to the city. Taxis are a more expensive option.	"Most of the restaurants will serve Kashmiri, Indian, Mughlai and 'Indianized' Chinese dishes.You will find a lot of restaurants along the banks of Dal Lake."	The Mughal Gardens ,Nishat Bagh, Shalimar Bagh, Chashmashahi are popular tourist attractions however the Dal lake is the most popular one.	You can buy leather products, jewellery, Cashmere (Pashmina) shawls, Chainstich rugs, Carpets,Paper Machie products  among other things in the Kashmiri market. Mughal Darbar, Shawl Bakery, Jee Enn Sons and Hattrick are some of the famous markets.	Kashmiri, Hindi and English are the widely spoken languages there.	In case of an emergency, call police at 100.	Skiing, trekking, camping, mountaineeing are the more popular adventure sports done here.	It is best to getsome of the currency exchanged at the point of entry like the International airport otherwise your conveyance will turn out to be very expensive.
29	Acapulco	The best time to visit is January and February .  The weather is perfect during this time. Sunny warm days and beautiful balmy nights.	Swimsuit, sunglasses, sunscreen, shoes and shorts are recommended. One would want to enjoy the beach and the sunshine during the favorable months.	Taxis are available everywhere in Acapulco. You can hire rental car inexpensively. Buses are worth experiencing even if you don´t want to travel on them.	Any public transport is conveniently available and affordably priced. Take cab if you want a comfortable journey.	"Pizzas, margaritas and hot dogs are the famous delicacies.Señor Frog's , Casanova , Kookaburra and La Perla are some famous restaurants you might want to try."	"La Quebrada Cliff Divers, Zócalo, Pie de la Cuesta, Puerto Marquez, Isla de la Roqueta are the famous landmarks.Most beaches are in the bay area fronting the main boulevard 'La Costera'."	"Mercado de Artesanías Acapulco, Mexico Shopping Market, Galerías Diana Acapulco are the famous markets.Mercado Central is a shoppers delight. Any eastbound ‘Pie De La Cuesta’ or ‘Pedregoso’ bus will drop you off here; get off where the sidewalk turns to tarp-covered stalls."	Spanish is the local language.	#NAME?	CICI - a water park is a nice place for kids. Other attractions include golf courses, night clubs and post-hispanic fortifications. Nightlife in Acapulco is very popular. 'El Alebrije' and 'Disco Beach' are the other famous spots. 'Palladium' has a magnificent view of the whole bay of Acapulco.
